Contact	NrofDelivered
32000	56.170788728928265
64000	54.07325338894682
10500	45.54611268492288
42500	57.39823180802487
74500	45.58849794606179
21000	49.739976514007715
53000	56.96741049927757
85000	44.35265683056166
31500	55.360888340530536
63500	54.99634332823615
10000	45.621515250901936
42000	57.12615684364345
74000	45.45740615868735
20500	49.07313784967981
52500	56.79459328988655
84500	44.423481605108485
31000	54.613466334164585
63000	56.19171695008228
9500	45.32103825136612
41500	57.19211822660098
73500	45.1459606245757
20000	49.17412250516173
52000	56.59252095422308
84000	44.34265274837579
30500	53.65027596588058
62500	56.58113730929265
9000	42.615438843849134
41000	56.91153238546603
73000	45.62246028814185
19500	51.008282319049336
51500	56.824829379265516
83500	44.353917050691244
30000	51.655962725097595
62000	56.75146771037182
8500	44.55205811138014
40500	56.123662306777646
72500	45.471461134111735
19000	50.48155551517354
51000	56.56598550842627
83000	44.87733403463952
29500	52.42039865389594
61500	56.87323943661971
8000	44.01349072512647
40000	56.20934654257981
72000	45.50334306431868
18500	49.981426448737
50500	56.69213704707913
82500	44.816761847131346
29000	52.8605641298563
61000	56.84113865932048
7500	39.20137398024903
39500	55.041637403431324
71500	45.22894424673784
18000	49.560829751448324
50000	56.209365484322284
82000	44.817873862901074
28500	53.225152129817445
60500	56.86693749554558
7000	38.86363636363636
39000	55.58074822219932
71000	45.66154740564895
17500	48.565965583174
49500	55.647155812036274
81500	44.7145755963092
28000	53.110567780494435
60000	56.26920054297349
6500	39.69800292255236
38500	55.92705167173252
70500	45.49843932891143
17000	47.14616274585423
49000	55.12393944435202
81000	45.199610516066215
27500	53.075013789299504
59500	56.732586883815614
6000	38.91779396462019
38000	56.694268200881815
70000	45.367365004426084
16500	46.33090694471769
48500	54.28095039599833
80500	45.3381869422264
27000	53.054346299677015
59000	57.154411764705884
5500	35.887949260042284
37500	56.09597924773022
69500	45.3610296675446
16000	45.253997166565476
48000	56.85355500530598
80000	45.15405501121473
26500	52.19601751165089
58500	57.282705428656186
5000	42.51861882193636
37000	56.41222210053664
69000	45.973735111473076
15500	48.57967154904571
47500	56.90253671562083
79500	44.96912602913236
26000	51.873116118845985
58000	57.155608449866115
4500	43.41317365269461
36500	55.72401669962645
68500	45.98225732013743
15000	48.812243033348565
47000	57.10441334768568
79000	44.84337061656649
25500	50.836458032881445
57500	57.46772740918643
4000	41.67364016736402
36000	55.6976097832129
68000	46.08961725962037
14500	47.73198250057564
46500	56.743391476353175
78500	45.345211581291764
25000	52.55664421310472
57000	57.40169912036689
3500	33.772342427093136
35500	54.80812137438643
67500	46.05400333611343
14000	46.83874023206251
46000	56.84707591718126
78000	45.28125127286058
24500	52.74570982839314
56500	57.037092996902615
3000	28.086710650329877
35000	55.876930168241536
67000	47.059454818630606
13500	45.22355240654776
45500	56.06515606515606
77500	45.0506209779891
24000	52.38020670216098
56000	56.96375655345338
2500	26.232741617357004
34500	56.159250585480095
66500	47.153063433643645
13000	43.09747649678377
45000	55.76427255985267
77000	44.6934059585706
23500	51.49253731343284
55500	56.696531127957726
2000	7.331042382588775
34000	56.46905073066413
66000	47.465817363132174
12500	42.8534966819806
44500	57.080692460505155
76500	45.34414674536113
23000	51.305188527231714
55000	56.50503342811035
1500	9.347826086956522
33500	56.133031350578136
65500	47.35821887461232
12000	46.344945745288406
44000	56.916358112598495
76000	45.501053265121875
22500	51.27826941986234
54500	56.21219171707771
1000	8.588957055214724
33000	56.19266055045872
65000	48.394285714285715
11500	46.83130020827135
43500	57.260615355123164
75500	45.334948935433616
22000	50.77251808021038
54000	56.49646504320502
500	2.0689655172413794
32500	55.821004123211246
64500	48.678170937191325
11000	46.430788330229674
43000	57.10167211224294
75000	45.768872733720464
21500	49.362477231329684
53500	56.83190340006355
85500	43.90157298583247

