Contacts	TotalForwards
3977966	68245
3978466	68252
3978966	68258
3979468	68268
3979969	68281
3980469	68287
3980970	68295
3981472	68305
3981972	68313
3982472	68320
3982972	68328
3983472	68340
3983972	68350
3984472	68357
3984973	68365
3985473	68373
3985973	68382
3986473	68389
3986974	68399
3987474	68402
3987974	68416
3988474	68423
3988974	68434
3989474	68447
3989975	68452
3990476	68455
3990976	68462
3991476	68473
3991977	68482
3992477	68487
3992977	68497
3993477	68511
3993977	68524
3994477	68532
3994977	68544
3995477	68551
3995977	68555
3996477	68558
3996978	68569
3997478	68581
3997978	68586
3998478	68592
3998978	68599
3999479	68612
3999980	68619
4000481	68633
4000982	68643
4001482	68648
4001983	68661
4002483	68668
4002983	68673
4003483	68682
4003984	68691
4004484	68697
4004984	68708
4005484	68715
4005984	68719
4006485	68727
4006985	68733
4007485	68741
4007985	68745
4008485	68762
4008986	68772
4009486	68776
4009986	68778
4010486	68784
4010987	68793
4011487	68800
4011987	68812
4012487	68826
4012987	68836
4013487	68844
4013987	68853
4014487	68861
4014987	68867
4015488	68881
4015988	68889
4016488	68894
4016988	68905
4017488	68912
4017988	68923
4018489	68932
4018989	68942
4019489	68948
4019989	68956
4020489	68965
4020991	68972
4021492	68982
4021992	68989
4022492	68997
4022992	69009
4023492	69014
4023992	69020
4024492	69030
4024993	69040
4025495	69049
4025995	69057
4026496	69069
4026997	69075
4027497	69086
4027997	69096
4028497	69106
4028997	69115
4029498	69121
4029999	69131
4030499	69136
4030999	69144
4031499	69156
4032000	69170
4032500	69176
4033000	69188
4033500	69196
4034000	69202
4034501	69210
4035001	69217
4035504	69223
4036006	69234
4036507	69237
4037007	69244
4037507	69251
4038008	69260
4038508	69271
4039008	69279
4039509	69287
4040009	69296
4040509	69304
4041009	69313
4041509	69321
4042009	69329
4042509	69338
4043010	69346
4043511	69356
4044011	69364
4044511	69373
4045011	69376
4045512	69387
4046013	69393
4046513	69402
4047013	69413
4047514	69422
4048014	69433
4048515	69446
4049016	69454
4049517	69458
4050017	69465
4050517	69474
4051017	69481
4051518	69490
4052018	69500
4052518	69509
4053018	69520
4053518	69526
4054019	69533
4054519	69538
4055020	69545
4055521	69558
4056022	69574
4056522	69579
4057022	69583
4057523	69589
4058023	69595
4058524	69605
4059024	69623
4059524	69631
4060024	69640
4060526	69647
4061026	69650
4061527	69659
4062027	69674
4062527	69682
4063027	69687
4063527	69705
4064027	69712
4064527	69719
4065029	69728
4065529	69734
4066029	69738
4066529	69748
4067032	69759
4067532	69768
4068032	69777
4068533	69785
4069033	69790
4069533	69803
4070033	69810
4070534	69821
4071034	69829
4071536	69838
4072036	69849
4072536	69853
4073036	69860
4073536	69869
4074036	69874
4074536	69883
4075037	69888
4075537	69896
4076037	69904
4076539	69915
4077040	69921
4077540	69932
4078040	69941
4078542	69955
4079043	69964
4079543	69968
4080043	69976
4080543	69982
4081043	69992
4081543	69997
4082043	70013
4082543	70020
4083043	70029
4083543	70040
4084043	70043
4084543	70056
4085045	70060
4085545	70073
4086045	70077
4086545	70088
4087045	70100
4087546	70111
4088047	70117
4088548	70126
4089049	70136
4089553	70139
4090053	70148
4090553	70151
4091053	70159
4091553	70168
4092054	70175
4092554	70185
4093054	70192
4093555	70197
4094056	70209
4094556	70222
4095056	70231
4095557	70242
4096057	70247
4096558	70262
4097058	70276
4097558	70284
4098059	70294
4098559	70305
4099059	70316
4099559	70320
4100059	70330
4100559	70336
4101059	70345
4101559	70356
4102060	70365
4102560	70368
4103061	70378
4103561	70387
4104061	70398
4104561	70401
4105061	70410
4105561	70422
4106063	70431
4106563	70439
4107063	70441
4107563	70447
4108063	70457
4108563	70465
4109063	70475
4109563	70482
4110064	70490
4110564	70498
4111064	70507
4111564	70519
4112064	70529
4112566	70539
4113066	70553
4113566	70564
4114067	70568
4114567	70573
4115068	70579
4115569	70585
4116069	70594
4116569	70600
4117070	70611
4117571	70623
4118071	70635
4118571	70646
4119071	70654
4119571	70667
4120072	70676
4120572	70681
4121072	70689
4121572	70696
4122072	70700
4122572	70711
4123072	70717
4123572	70728
4124072	70738
4124572	70746
4125072	70755
4125572	70759
4126072	70772
4126572	70779
4127072	70783
4127572	70790
4128072	70801
4128572	70814
4129073	70818
4129574	70828
4130074	70834
4130574	70850
4131074	70859
4131574	70863
4132075	70870
4132575	70878
4133075	70886
4133576	70896
4134078	70905
4134578	70915
4135078	70929
4135579	70943
4136079	70953
4136579	70961
4137079	70973
4137579	70981
4138080	70984
4138580	70995
4139080	71007
4139580	71013
4140080	71018
4140580	71025
4141080	71034
4141580	71045
4142080	71049
4142580	71058
4143080	71068
4143580	71077
4144080	71088
4144580	71101
4145083	71114
4145583	71123
4146083	71129
4146584	71140
4147084	71152
4147584	71166
4148084	71171
4148584	71179
4149085	71187
4149585	71193
4150085	71201
4150585	71208
4151085	71215
4151586	71221
4152086	71228
4152588	71233
4153091	71239
4153592	71250
4154092	71261
4154594	71270
4155094	71279
4155595	71287
4156096	71296
4156596	71311
4157097	71315
4157597	71325
4158098	71332
4158598	71342
4159098	71350
4159598	71361
4160100	71373
4160602	71380
4161102	71385
4161602	71392
4162102	71402
4162603	71414
4163105	71421
4163606	71427
4164106	71432
4164606	71439
4165106	71444
4165607	71452
4166107	71461
4166607	71467
4167109	71476
4167609	71485
4168109	71498
4168609	71512
4169110	71519
4169610	71521
4170110	71531
4170610	71542
4171110	71546
4171610	71556
4172111	71561
4172611	71566
4173111	71582
4173611	71591
4174111	71597
4174612	71606
4175112	71612
4175612	71621
4176112	71628
4176612	71638
4177112	71644
4177614	71654
4178114	71659
4178615	71666
4179116	71675
4179616	71680
4180116	71688
4180616	71694
4181116	71705
4181616	71713
4182116	71719
4182618	71733
4183118	71737
4183618	71749
4184120	71759
4184621	71775
4185123	71786
4185623	71798
4186125	71807
4186627	71818
4187127	71832
4187628	71837
4188128	71841
4188628	71851
4189128	71861
4189628	71866
4190128	71870
4190628	71878
4191128	71891
4191629	71897
4192129	71907
4192629	71912
4193129	71923
4193629	71931
4194129	71943
4194629	71946
4195129	71952
4195629	71960
4196129	71971
4196629	71987
4197129	71998
4197630	72007
4198132	72016
4198632	72024
4199133	72033
4199633	72039
4200133	72049
4200633	72061
4201134	72070
4201634	72076
4202134	72083
4202634	72089
4203134	72101
4203635	72108
4204135	72117
4204635	72122
4205135	72134
4205636	72146
4206136	72155
4206636	72169
4207137	72177
4207637	72185
4208137	72188
4208639	72198
4209139	72207
4209640	72217
4210140	72221
4210640	72226
4211140	72233
4211642	72239
4212142	72244
4212642	72257
4213142	72270
4213642	72277
4214143	72289
4214643	72303
4215143	72311
4215644	72313
4216144	72320
4216646	72323
4217147	72333
4217647	72341
4218147	72353
4218647	72360
4219147	72365
4219647	72370
4220147	72385
4220647	72391
4221147	72397
4221647	72409
4222147	72414
4222647	72422
4223147	72429
4223647	72437
4224147	72446
4224647	72449
4225147	72456
4225647	72464
4226147	72477
4226647	72483
4227147	72495
4227647	72505
4228148	72512
4228648	72518
4229148	72526
4229649	72539
4230150	72543
4230650	72556
4231150	72568
4231650	72573
4232150	72580
4232650	72590
4233150	72596
4233650	72603
4234150	72610
4234650	72616
4235150	72627
4235650	72633
4236150	72644
4236651	72654
4237151	72668
4237651	72673
4238152	72682
4238652	72687
4239153	72694
4239653	72704
4240153	72714
4240653	72725
4241153	72731
4241654	72739
4242154	72750
4242654	72761
4243155	72769
4243656	72774
4244157	72782
4244658	72789
4245158	72797
4245658	72805
4246158	72814
4246658	72824
4247158	72833
4247658	72844
4248159	72851
4248659	72860
4249159	72870
4249659	72882
4250160	72890
4250660	72897
4251160	72903
4251661	72911
4252161	72918
4252662	72928
4253162	72939
4253664	72947
4254164	72953
4254664	72963
4255164	72966
4255664	72975
4256165	72983
4256665	72991
4257165	72997
4257665	73010
4258165	73025
4258666	73031
4259166	73038
4259666	73052
4260166	73064
4260668	73076
4261169	73089
4261669	73098
4262169	73110
4262669	73118
4263170	73126
4263671	73133
4264171	73141
4264671	73151
4265171	73159
4265672	73167
4266172	73172
4266672	73181
4267172	73190
4267672	73196
4268173	73207
4268673	73218
4269173	73225
4269673	73232
4270173	73239
4270673	73248
4271173	73260
4271673	73273
4272173	73287
4272673	73292
4273173	73299
4273673	73307
4274173	73313
4274673	73321
4275173	73327
4275673	73337
4276173	73345
4276673	73354
4277173	73367
4277673	73375
4278173	73381
4278674	73389
4279174	73400
4279674	73407
4280174	73414
4280675	73424
4281175	73429
4281676	73437
4282176	73448
4282676	73457
4283177	73466
4283677	73474
4284178	73481
4284679	73488
4285179	73495
4285679	73500
4286179	73511
4286679	73520
4287180	73528
4287680	73539
4288181	73552
4288681	73560
4289181	73564
4289681	73572
4290181	73581
4290682	73589
4291183	73602
4291683	73609
4292183	73621
4292683	73630
4293183	73635
4293684	73650
4294184	73658
4294684	73663
4295185	73670
4295686	73682
4296186	73689
4296688	73702
4297188	73711
4297688	73726
4298188	73741
4298688	73750
4299190	73758
4299691	73772
4300192	73777
4300693	73781
4301193	73788
4301693	73795
4302193	73806
4302693	73811
4303193	73818
4303693	73826
4304193	73832
4304694	73838
4305194	73844
4305694	73852
4306196	73869
4306696	73877
4307196	73885
4307696	73892
4308197	73897
4308697	73906
4309197	73908
4309697	73914
4310197	73923
4310697	73935
4311197	73949
4311697	73959
4312197	73971
4312697	73979
4313197	73989
4313697	73994
4314197	74004
4314697	74016
4315197	74020
4315698	74029
4316198	74038
4316698	74044
4317198	74049
4317698	74062
4318198	74070
4318698	74078
4319198	74085
4319698	74096
4320198	74100
4320700	74110
4321200	74115
4321701	74125
4322201	74133
4322701	74137
4323201	74150
4323701	74160
4324202	74171
4324703	74180
4325203	74183
4325703	74191
4326204	74197
4326704	74205
4327204	74216
4327704	74226
4328204	74234
4328704	74241
4329204	74251
4329704	74256
4330204	74273
4330704	74281
4331206	74288
4331706	74294
4332206	74310
4332706	74320
4333206	74328
4333706	74336
4334206	74347
4334706	74353
4335206	74359
4335706	74370
4336206	74376
4336707	74385
4337207	74396
4337707	74404
4338208	74411
4338709	74418
4339210	74425
4339710	74433
4340210	74442
4340710	74451
4341210	74460
4341710	74468
4342210	74476
4342710	74482
4343211	74490
4343712	74494
4344212	74502
4344712	74513
4345214	74519
4345714	74529
4346214	74536
4346714	74551
4347214	74560
4347715	74566
4348215	74573
4348717	74582
4349217	74588
4349717	74597
4350217	74600
4350717	74614
4351217	74621
4351717	74632
4352218	74639
4352718	74649
4353218	74659
4353719	74667
4354219	74676
4354719	74685
4355219	74692
4355719	74704
4356219	74716
4356719	74722
4357220	74734
4357720	74738
4358220	74747
4358722	74752
4359222	74760
4359722	74769
4360222	74782
4360723	74793
4361224	74799
4361724	74809
4362224	74816
4362726	74827
4363227	74832
4363727	74842
4364228	74857
4364730	74862
4365230	74869
4365730	74881
4366231	74887
4366731	74891
4367231	74897
4367731	74907
4368232	74914
4368732	74929
4369232	74933
4369732	74942
4370233	74951
4370733	74970
4371233	74975
4371733	74986
4372233	74996
4372733	75006
4373233	75010
4373733	75022
4374233	75024
4374733	75034
4375233	75045
4375733	75058
4376233	75066
4376734	75071
4377234	75087
4377734	75092
4378235	75100
4378735	75108
4379235	75112
4379736	75117
4380238	75129
4380739	75141
4381239	75150
4381739	75161
4382239	75168
4382739	75174
4383240	75183
4383740	75197
4384241	75206
4384742	75216
4385243	75226
4385744	75233
4386244	75240
4386745	75253
4387245	75264
4387745	75268
4388245	75276
4388745	75284
4389246	75299
4389746	75306
4390247	75322
4390747	75331
4391247	75342
4391748	75347
4392248	75360
4392748	75368
4393250	75373
4393750	75382
4394251	75392
4394751	75402
4395251	75411
4395751	75421
4396251	75426
4396752	75435
4397254	75447
4397754	75457
4398254	75467
4398755	75473
4399255	75480
4399755	75493
4400255	75498
4400755	75504
4401256	75511
4401756	75517
4402256	75527
4402756	75536
4403257	75545
4403757	75557
4404258	75561
4404759	75568
4405259	75573
4405759	75589
4406259	75593
4406760	75603
4407260	75610
4407760	75621
4408261	75630
4408761	75640
4409261	75643
4409761	75653
4410261	75659
4410761	75670
4411261	75682
4411761	75686
4412261	75697
4412762	75703
4413262	75706
4413762	75718
4414262	75730
4414763	75745
4415263	75757
4415763	75766
4416264	75770
4416764	75776
4417264	75784
4417764	75791
4418264	75802
4418765	75807
4419266	75814
4419766	75823
4420266	75828
4420766	75838
4421267	75852
4421767	75866
4422267	75873
4422767	75883
4423267	75889
4423767	75898
4424267	75908
4424768	75914
4425268	75923
4425769	75929
4426269	75936
4426771	75943
4427271	75962
4427771	75970
4428271	75975
4428771	75981
4429271	75994
4429772	75998
4430272	76012
4430772	76021
4431272	76029
4431772	76036
4432273	76047
4432773	76057
4433273	76064
4433773	76073
4434273	76079
4434773	76088
4435273	76100
4435773	76108
4436273	76113
4436777	76120
4437277	76132
4437778	76139
4438280	76150
4438780	76161
4439280	76169
4439781	76181
4440281	76188
4440781	76197
4441282	76201
4441782	76213
4442282	76222
4442782	76229
4443283	76235
4443783	76241
4444283	76252
4444783	76261
4445283	76269
4445783	76279
4446284	76285
4446784	76297
4447284	76309
4447784	76322
4448285	76334
4448785	76345
4449288	76350
4449788	76357
4450288	76366
4450788	76375
4451288	76382
4451788	76386
4452288	76400
4452790	76410
4453290	76423
4453790	76435
4454290	76441
4454790	76453
4455290	76461
4455790	76470
4456290	76478
4456791	76489
4457292	76498
4457792	76506
4458292	76513
4458792	76527
4459292	76539
4459792	76546
4460292	76551
4460792	76562
4461293	76571
4461793	76578
4462295	76586
4462795	76597
4463295	76603
4463795	76614
4464296	76622
4464799	76629
4465302	76636
4465802	76649
4466302	76663
4466802	76673
4467302	76681
4467803	76686
4468304	76694
4468804	76699
4469304	76710
4469805	76716
4470305	76723
4470806	76734
4471306	76744
4471806	76751
4472309	76759
4472809	76767
4473309	76779
4473809	76788
4474309	76791
4474809	76793
4475309	76800
4475810	76811
4476310	76822
4476810	76833
4477310	76845
4477810	76851
4478310	76859
4478810	76865
4479310	76871
4479810	76876
4480310	76886
4480812	76897
4481312	76904
4481812	76912
4482312	76914
4482812	76925
4483312	76937
4483812	76945
4484313	76950
4484813	76956
4485313	76969
4485815	76974
4486317	76982
4486817	76995
4487317	77006
4487818	77013
4488318	77020
4488818	77030
4489318	77040
4489818	77050
4490318	77058
4490818	77072
4491318	77079
4491819	77088
4492320	77092
4492820	77099
4493320	77101
4493820	77114
4494320	77129
4494820	77136
4495320	77145
4495821	77153
4496322	77164
4496823	77177
4497323	77184
4497823	77197
4498324	77202
4498827	77212
4499327	77218
4499827	77229
4500327	77235
4500827	77241
4501327	77249
4501829	77260
4502330	77270
4502830	77276
4503330	77278
4503830	77288
4504330	77299
4504830	77308
4505330	77312
4505831	77320
4506333	77331
4506834	77341
4507334	77348
4507834	77366
4508335	77374
4508836	77385
4509336	77394
4509837	77398
4510337	77404
4510837	77418
4511338	77425
4511838	77430
4512338	77438
4512838	77447
4513338	77455
4513838	77462
4514338	77470
4514840	77483
4515340	77495
4515840	77498
4516340	77510
4516840	77519
4517340	77527
4517840	77535
4518340	77550
4518840	77555
4519340	77562
4519841	77567
4520343	77574
4520844	77587
4521344	77597
4521844	77606
4522344	77614
4522845	77627
4523346	77632
4523846	77644
4524347	77653
4524848	77660
4525349	77664
4525849	77676
4526349	77684
4526849	77695
4527349	77707
4527849	77714
4528349	77723
4528849	77727
4529349	77740
4529849	77749
4530349	77754
4530850	77762
4531350	77768
4531850	77777
4532351	77789
4532851	77802
4533351	77808
4533851	77820
4534351	77831
4534851	77840
4535351	77847
4535851	77855
4536352	77861
4536853	77869
4537354	77885
4537855	77896
4538355	77907
4538855	77916
4539355	77925
4539855	77933
4540355	77948
4540856	77957
4541357	77963
4541857	77968
4542357	77976
4542857	77981
4543357	77983
4543858	77995
4544358	78003
4544858	78012
4545358	78019
4545858	78025
4546358	78038
4546858	78043
4547358	78050
4547858	78056
4548358	78060
4548858	78069
4549359	78081
4549860	78092
4550363	78099
4550863	78107
4551363	78116
4551863	78122
4552363	78140
4552863	78149
4553363	78159
4553863	78170
4554363	78178
4554864	78190
4555365	78198
4555865	78206
4556365	78211
4556865	78219
4557365	78230
4557865	78239
4558365	78245
4558866	78252
4559366	78260
4559866	78267
4560366	78272
4560869	78283
4561369	78291
4561870	78299
4562370	78318
4562870	78327
4563371	78332
4563871	78340
4564371	78350
4564872	78355
4565372	78366
4565872	78375
4566372	78384
4566872	78394
4567373	78402
4567873	78410
4568373	78419
4568873	78424
4569373	78433
4569874	78444
4570374	78455
4570874	78466
4571375	78477
4571875	78483
4572377	78491
4572877	78493
4573380	78507
4573880	78509
4574380	78523
4574882	78534
4575382	78542
4575882	78561
4576382	78569
4576883	78579
4577385	78586
4577885	78594
4578387	78606
4578887	78610
4579387	78621
4579887	78629
4580387	78640
4580887	78650
4581387	78659
4581887	78668
4582388	78675
4582888	78682
4583389	78697
4583892	78703
4584393	78712
4584894	78729
4585395	78736
4585895	78745
4586397	78753
4586897	78762
4587397	78773
4587898	78781
4588398	78790
4588898	78793
4589398	78800
4589898	78810
4590398	78817
4590898	78826
4591398	78832
4591898	78846
4592398	78859
4592898	78869
4593398	78871
4593899	78876
4594399	78886
4594901	78890
4595401	78894
4595901	78901
4596401	78909
4596902	78921
4597402	78928
4597904	78939
4598405	78953
4598907	78960
4599408	78970
4599908	78979
4600408	78985
4600908	78998
4601409	79011
4601913	79014
4602415	79020
4602916	79029
4603416	79040
4603916	79042
4604416	79047
4604916	79054
4605416	79059
4605916	79072
4606416	79084
4606916	79090
4607417	79094
4607919	79101
4608419	79109
4608919	79114
4609420	79122
4609920	79130
4610421	79137
4610921	79148
4611422	79156
4611923	79169
4612423	79177
4612924	79184
4613425	79192
4613925	79201
4614425	79210
4614925	79219
4615426	79232
4615926	79236
4616427	79243
4616927	79255
4617427	79268
4617927	79273
4618427	79279
4618927	79290
4619427	79300
4619927	79304
4620427	79313
4620927	79322
4621427	79328
4621927	79342
4622427	79346
4622928	79354
4623428	79365
4623929	79374
4624429	79379
4624930	79391
4625430	79397
4625930	79405
4626430	79410
4626930	79425
4627432	79431
4627932	79437
4628433	79446
4628933	79451
4629433	79461
4629933	79470
4630433	79478
4630933	79484
4631434	79498
4631935	79508
4632437	79512
4632938	79516
4633438	79522
4633938	79533
4634438	79541
4634938	79547
4635438	79554
4635938	79562
4636439	79570
4636939	79580
4637440	79595
4637940	79605
4638440	79614
4638940	79621
4639440	79629
4639940	79634
4640440	79643
4640940	79650
4641440	79654
4641940	79658
4642441	79666
4642941	79674
4643441	79684
4643941	79695
4644441	79709
4644941	79721
4645442	79734
4645942	79741
4646442	79747
4646942	79757
4647442	79764
4647942	79774
4648443	79779
4648943	79787
4649443	79793
4649943	79798
4650443	79812
4650943	79820
4651444	79835
4651946	79840
4652446	79846
4652946	79863
4653446	79869
4653946	79873
4654448	79882
4654948	79889
4655448	79905
4655948	79915
4656448	79922
4656948	79930
4657448	79943
4657948	79952
4658448	79956
4658948	79968
4659448	79984
4659948	79990
4660448	79998
4660948	80003
4661448	80009
4661948	80017
4662448	80026
4662949	80030
4663449	80034
4663949	80045
4664450	80055
4664950	80058
4665450	80064
4665953	80069
4666453	80083
4666955	80096
4667455	80102
4667955	80109
4668455	80119
4668955	80127
4669456	80135
4669957	80144
4670457	80160
4670958	80166
4671458	80178
4671958	80187
4672458	80198
4672958	80209
4673458	80215
4673959	80226
4674459	80230
4674960	80242
4675460	80250
4675961	80258
4676461	80267
4676961	80273
4677461	80282
4677962	80290
4678462	80294
4678962	80306
4679462	80315
4679962	80328
4680464	80336
4680964	80344
4681466	80351
4681966	80359
4682466	80366
4682966	80375
4683466	80385
4683966	80394
4684466	80409
4684968	80415
4685468	80420
4685968	80435
4686468	80444
4686968	80457
4687468	80463
4687968	80473
4688468	80483
4688969	80491
4689469	80499
4689969	80508
4690469	80516
4690969	80523
4691470	80531
4691970	80539
4692471	80549
4692971	80560
4693471	80571
4693971	80581
4694472	80589
4694972	80597
4695472	80601
4695972	80605
4696472	80613
4696972	80627
4697472	80641
4697972	80650
4698472	80659
4698972	80666
4699473	80673
4699973	80683
4700473	80690
4700975	80696
4701476	80708
4701976	80716
4702476	80719
4702979	80726
4703479	80742
4703980	80751
4704480	80757
4704980	80763
4705480	80772
4705980	80779
4706481	80792
4706982	80805
4707483	80810
4707983	80818
4708483	80827
4708983	80838
4709483	80846
4709983	80853
4710483	80864
4710983	80872
4711484	80883
4711984	80892
4712484	80903
4712985	80907
4713488	80917
4713988	80924
4714488	80933
4714989	80941
4715489	80948
4715989	80957
4716491	80962
4716992	80969
4717492	80979
4717992	80984
4718492	80991
4718993	81005
4719494	81011
4719994	81017
4720495	81027
4720995	81039
4721497	81051
4721997	81063
4722497	81072
4722997	81083
4723497	81087
4723997	81102
4724497	81109
4724997	81116
4725498	81122
4725998	81131
4726498	81139
4726998	81149
4727498	81157
4727999	81164
4728499	81174
4729000	81186
4729500	81195
4730001	81207
4730501	81211
4731002	81218
4731502	81225
4732002	81231
4732503	81240
4733004	81253
4733504	81268
4734005	81274
4734505	81280
4735005	81282
4735505	81290
4736005	81298
4736506	81308
4737006	81315
4737506	81326
4738006	81337
4738507	81344
4739007	81350
4739508	81359
4740009	81363
4740509	81377
4741009	81385
4741511	81392
4742012	81398
4742513	81406
4743013	81420
4743513	81430
4744013	81438
4744513	81450
4745013	81459
4745513	81466
4746014	81472
4746515	81479
4747015	81487
4747515	81491
4748015	81501
4748516	81508
4749016	81515
4749516	81529
4750016	81535
4750516	81543
4751016	81555
4751516	81564
4752016	81578
4752517	81588
4753018	81599
4753520	81609
4754020	81619
4754521	81626
4755021	81632
4755522	81645
4756022	81652
4756523	81664
4757023	81674
4757523	81684
4758023	81690
4758523	81697
4759023	81704
4759524	81714
4760024	81716
4760524	81722
4761024	81727
4761524	81735
4762025	81742
4762525	81751
4763026	81757
4763526	81765
4764027	81775
4764527	81791
4765027	81804
4765528	81814
4766028	81824
4766529	81830
4767029	81836
4767530	81841
4768030	81846
4768531	81857
4769032	81862
4769532	81867
4770032	81878
4770534	81886
4771034	81893
4771535	81901
4772035	81904
4772535	81915
4773036	81925
4773537	81929
4774037	81938
4774539	81945
4775041	81954
4775541	81968
4776041	81976
4776541	81981
4777042	81989
4777542	81995
4778042	82006
4778542	82012
4779042	82027
4779542	82040
4780042	82052
4780542	82064
4781043	82074
4781543	82083
4782044	82093
4782545	82101
4783046	82107
4783548	82109
4784048	82115
4784549	82132
4785049	82137
4785550	82152
4786050	82168
4786551	82178
4787051	82187
4787551	82192
4788051	82198
4788551	82204
4789051	82213
4789551	82220
4790051	82229
4790551	82237
4791051	82246
4791551	82254
4792051	82264
4792552	82273
4793052	82282
4793552	82292
4794052	82299
4794552	82309
4795052	82316
4795552	82325
4796052	82335
4796553	82348
4797055	82353
4797557	82366
4798057	82376
4798557	82384
4799057	82391
4799557	82399
4800057	82402
4800558	82410
4801058	82422
4801558	82436
4802058	82441
4802558	82450
4803058	82458
4803558	82461
4804058	82471
4804558	82481
4805058	82487
4805559	82496
4806059	82500
4806560	82511
4807061	82518
4807562	82526
4808062	82534
4808562	82540
4809062	82545
4809563	82550
4810063	82567
4810563	82572
4811063	82581
4811563	82588
4812063	82592
4812563	82596
4813063	82607
4813563	82616
4814064	82622
4814564	82630
4815065	82635
4815565	82650
4816065	82661
4816565	82668
4817065	82675
4817565	82685
4818065	82691
4818565	82699
4819065	82704
4819565	82712
4820065	82721
4820565	82723
4821066	82730
4821566	82735
4822068	82747
4822568	82760
4823068	82770
4823568	82779
4824068	82792
4824569	82794
4825069	82800
4825569	82811
4826069	82820
4826570	82825
4827071	82832
4827571	82838
4828071	82847
4828571	82854
4829072	82862
4829572	82871
4830072	82879
4830572	82890
4831074	82899
4831574	82904
4832074	82908
4832574	82918
4833074	82934
4833574	82944
4834074	82954
4834575	82969
4835075	82981
4835575	82992
4836077	83001
4836578	83013
4837080	83021
4837580	83034
4838080	83040
4838581	83052
4839082	83057
4839582	83067
4840082	83071
4840582	83080
4841083	83088
4841583	83097
4842083	83105
4842583	83107
4843083	83115
4843583	83120
4844084	83135
4844584	83141
4845084	83152
4845584	83160
4846085	83166
4846585	83174
4847085	83181
4847585	83189
4848085	83196
4848585	83203
4849086	83213
4849586	83219
4850086	83226
4850586	83232
4851086	83238
4851589	83246
4852091	83258
4852592	83265
4853094	83273
4853594	83283
4854096	83289
4854596	83296
4855096	83306
4855596	83314
4856096	83330
4856597	83342
4857098	83345
4857598	83359
4858098	83364
4858598	83373
4859098	83381
4859598	83389
4860099	83396
4860601	83398
4861101	83408
4861601	83415
4862101	83422
4862601	83430
4863101	83436
4863603	83444
4864103	83451
4864604	83458
4865104	83466
4865604	83475
4866104	83487
4866604	83501
4867104	83508
4867605	83516
4868106	83524
4868606	83534
4869107	83543
4869607	83552
4870107	83560
4870607	83573
4871107	83577
4871607	83586
4872107	83598
4872607	83611
4873107	83616
4873607	83630
4874107	83641
4874608	83647
4875110	83651
4875611	83660
4876111	83672
4876611	83678
4877111	83688
4877612	83692
4878112	83699
4878612	83706
4879112	83712
4879613	83720
4880113	83723
4880613	83739
4881113	83747
4881614	83757
4882115	83761
4882616	83773
4883116	83780
4883616	83798
4884116	83806
4884616	83817
4885116	83823
4885616	83826
4886117	83832
4886617	83841
4887117	83853
4887617	83862
4888117	83875
4888618	83882
4889118	83890
4889618	83896
4890119	83902
4890619	83909
4891119	83921
4891619	83928
4892119	83934
4892619	83948
4893119	83959
4893619	83966
4894119	83974
4894619	83981
4895120	83988
4895620	83999
4896120	84012
4896620	84027
4897121	84034
4897622	84041
4898122	84048
4898622	84060
4899123	84071
4899625	84076
4900126	84081
4900626	84091
4901126	84098
4901626	84104
4902126	84114
4902626	84122
4903126	84131
4903626	84137
4904126	84147
4904628	84155
4905129	84168
4905630	84175
4906131	84182
4906631	84188
4907131	84198
4907632	84211
4908132	84226
4908632	84239
4909132	84244
4909632	84253
4910132	84260
4910632	84268
4911132	84273
4911634	84284
4912134	84290
4912634	84301
4913135	84310
4913635	84318
4914135	84324
4914635	84334
4915136	84344
4915636	84354
4916138	84364
4916638	84372
4917139	84389
4917639	84401
4918140	84412
4918640	84421
4919140	84430
4919640	84440
4920142	84448
4920642	84454
4921142	84466
4921642	84473
4922142	84477
4922644	84480
4923144	84488
4923645	84498
4924145	84511
4924646	84515
4925146	84524
4925648	84530
4926148	84538
4926649	84554
4927149	84560
4927649	84569
4928149	84581
4928649	84589
4929150	84603
4929650	84611
4930150	84620
4930650	84631
4931150	84636
4931650	84646
4932151	84659
4932651	84666
4933151	84674
4933651	84682
4934152	84693
4934652	84707
4935152	84717
4935652	84731
4936152	84739
4936652	84748
4937152	84754
4937652	84757
4938152	84769
4938653	84784
4939153	84793
4939653	84799
4940154	84805
4940654	84813
4941154	84819
4941654	84827
4942155	84838
4942655	84841
4943158	84842
4943658	84849
4944158	84862
4944659	84877
4945161	84887
4945661	84896
4946162	84903
4946662	84907
4947162	84918
4947663	84923
4948163	84929
4948663	84939
4949163	84949
4949663	84954
4950163	84965
4950663	84972
4951163	84981
4951663	84995
4952163	85000
4952663	85008
4953164	85020
4953666	85029
4954167	85038
4954667	85052
4955167	85067
4955667	85072
4956168	85083
4956668	85093
4957168	85099
4957668	85113
4958168	85127
4958668	85133
4959168	85140
4959668	85144
4960168	85154
4960668	85160
4961168	85168
4961668	85174
4962168	85182
4962668	85197
4963168	85203
4963669	85215
4964169	85222
4964669	85233
4965169	85236
4965669	85248
4966169	85256
4966669	85268
4967169	85270
4967669	85284
4968171	85294
4968671	85303
4969171	85314
4969671	85325
4970171	85336
4970671	85345
4971171	85354
4971671	85368
4972172	85379
4972672	85388
4973173	85393
4973674	85403
4974175	85413
4974675	85422
4975175	85437
4975676	85445
4976177	85447
4976677	85459
4977177	85467
